,Economics,House,Society,Fashion,Education,Technology,Politics,PE,Game,Entertainment
股市,0.0004801336987684263,0.0002230241782852817,6.956181142167487e-06,2.186485931739549e-06,6.323949098786662e-06,1.5819097024849692e-06,1.548105785805151e-05,1.6212474201900425e-06,7.999131827558983e-07,5.516522510301449e-06
跌幅,0.0004765429552947308,4.1401173427544006e-05,2.6754542854490336e-07,8.199322244023309e-07,3.0354955674175975e-06,2.636516170808282e-07,5.605210603777271e-06,8.106237100950213e-07,7.999131827558983e-07,9.456895731945341e-06
记者,0.001832305098291473,0.0018337269730616364,0.002784880365723899,7.024086055713302e-05,0.000712582584451281,0.0004086600064752837,0.0010380316208614194,0.0006441756416221769,0.00012105352832372594,0.001336049213685389
收益率,0.0003985725255802,1.7989795596492336e-05,2.6754542854490336e-07,2.7331074146744365e-07,1.011831855805866e-06,7.909548512424846e-07,8.007443719681817e-07,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
数据,0.0008763978892583935,0.0008243269352091351,2.2741361426316784e-05,1.0659118917230302e-05,0.0002008486233774644,0.0004049688838361521,0.0001326566509560621,0.00048069986008634764,7.999131827558982e-05,5.542791665112408e-05
业绩,0.0005611819086032675,0.00027822574285534034,5.6184539994429705e-06,4.646282604946541e-06,1.290085616152479e-05,5.273032341616564e-07,1.8150205764612116e-05,2.1616632269200567e-06,1.359852410685027e-05,3.4149901254247065e-06
规模,0.0007912459725964718,0.00032332344962462934,8.561453713436907e-06,1.50320907807094e-05,0.00011281925192235405,8.964154980748158e-05,0.0001318559065840939,2.1616632269200567e-06,6.665943189632486e-05,4.649640401539793e-05
信用卡,0.0008115080250551821,5.175146678443001e-06,4.548272285263357e-05,5.192904087881429e-06,4.426764369150663e-05,1.581909702484969e-05,4.537551441153029e-06,5.404158067300142e-07,1.0132233648241378e-05,1.8388408367671497e-06
公司,0.0010584998797100937,0.0015685623146804617,0.0005690691265150095,5.712194496669572e-05,0.0005372827154329148,0.00020327539676931854,0.00011984474100457118,1.2699771458155334e-05,0.00029650115307485294,0.00034465131111978577
A股,0.00018338439883516282,4.5837013437638e-05,2.6754542854490336e-07,2.7331074146744365e-07,2.529579639514665e-07,5.273032341616564e-07,2.6691479065606054e-07,2.702079033650071e-07,1.0665509103411977e-06,5.253830962191856e-07
品种,0.0003239363576626722,1.4539697810863667e-05,7.491271999257294e-06,5.466214829348872e-06,7.588738918543994e-06,2.3728645537274538e-05,2.5623819902981813e-05,5.404158067300142e-07,1.0665509103411977e-06,3.6776816735342994e-06
汇率,0.00043730125876077287,7.146631127373667e-06,8.0263628563471e-07,3.00641815614188e-06,0.00010649530282356739,7.909548512424846e-07,2.1353183252484842e-05,2.702079033650071e-07,1.333188637926497e-06,7.880746443287784e-07
金融,0.0005429717095580974,0.000311987414043278,1.8995725426688138e-05,6.832768536686091e-06,0.0001940187583507748,7.645896895344018e-06,0.0002965423324188833,1.0808316134600284e-06,4.799479096535389e-06,2.232878158931539e-05
大盘,0.00029444096484303065,5.1997902340546335e-05,1.0701817141796134e-06,2.7331074146744365e-07,7.588738918543994e-07,2.636516170808282e-07,2.6691479065606054e-07,1.0808316134600284e-06,2.666377275852994e-07,4.465756317863078e-06
策略,0.00039805956222681494,0.00014367192921582234,2.4079088569041304e-06,6.832768536686091e-06,2.934312381837011e-05,1.608274864193052e-05,2.1086268461828784e-05,2.6480374529770696e-05,8.105786918593103e-05,2.2066090041205796e-05
行情,0.00036343453587332265,0.00011434609803797867,3.745635999628647e-06,1.0932429658697746e-06,6.576907062738128e-06,3.796583285963926e-05,3.469892278528787e-06,6.48498968076017e-06,1.333188637926497e-06,1.313457740547964e-06
商业银行,0.0002752048390910905,3.5733155636868334e-05,8.0263628563471e-07,2.7331074146744365e-07,3.0354955674175975e-06,7.909548512424846e-07,7.740528929025755e-06,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
贷款,0.0005370726309941691,0.00031395889849220867,2.060099799795756e-05,2.7331074146744365e-07,5.1350466682147694e-05,2.636516170808282e-07,4.083796297037726e-05,1.6212474201900425e-06,1.333188637926497e-06,2.1015323848767425e-06
涨幅,0.0004280679183998416,0.00028537237398271404,2.6754542854490336e-07,1.0932429658697746e-06,1.9983679152165853e-05,2.636516170808282e-07,1.2811909951490907e-05,1.0808316134600284e-06,7.999131827558983e-07,2.626915481095928e-07
比例,0.0005473318980618706,0.00046502389439152103,1.9530816283777945e-05,0.00010850436436257512,0.00023803344407832995,5.0621110479519015e-05,6.806327161729544e-05,8.106237100950213e-06,2.7996961396456437e-05,3.28364435136991e-05
份额,0.000271614095617395,4.632988454987067e-05,4.815817713808261e-06,3.553039639076767e-06,1.0877192449913059e-05,3.691122639131595e-06,5.8721253944333315e-06,2.702079033650071e-07,1.0132233648241378e-05,7.6180548951781915e-06
幅度,0.0002767437291512457,0.00016190816036843101,2.942999713993937e-06,4.646282604946541e-06,2.428396453934078e-05,1.2918929236960583e-05,1.8417120555268178e-05,2.9722869370150783e-06,5.066116824120689e-06,2.889607029205521e-06
机构,0.000659670872453201,0.0003671889786133367,4.601781370972338e-05,2.241148080033038e-05,0.0007682333365206037,0.00012286165355966596,0.0003416509320397575,5.404158067300142e-06,2.8530236851627036e-05,2.889607029205521e-05
公告,0.00029803170831672616,0.00019419121821967068,9.364089999071618e-06,8.199322244023309e-07,6.070991134835195e-06,3.691122639131595e-06,3.0695200925446965e-05,1.6212474201900425e-06,3.199652731023593e-05,2.889607029205521e-06
信贷,0.0004516642326555549,0.000300897814018043,1.0701817141796134e-06,2.7331074146744365e-07,4.30028538717493e-06,7.909548512424846e-07,4.67100883648106e-05,5.404158067300142e-07,7.999131827558983e-07,2.626915481095928e-07
行业,0.0006609532808366638,0.000847245441927954,4.173708685300492e-05,6.586788869365392e-05,0.0002633292404734766,4.1920607115851683e-05,0.00014226558341968028,3.242494840380085e-06,0.00011545413604443464,5.148754342948019e-05
金额,0.0003547141588657765,0.00025727872058545204,5.671963085151951e-05,1.7491887453916393e-05,7.285189361802235e-05,2.3728645537274537e-06,5.471753208449241e-05,9.457276617775248e-06,1.0932146830997276e-05,7.6180548951781915e-06
流动性,0.00023724555094059525,0.000130857280297773,2.4079088569041304e-06,2.7331074146744365e-07,4.553243351126397e-06,2.636516170808282e-07,7.740528929025755e-06,2.702079033650071e-07,7.999131827558983e-07,2.626915481095928e-07
旗下,0.0003857484417455733,0.000578137814648918,6.1535448565327775e-06,2.8424317112614136e-05,1.5177477837087988e-05,2.4519600388517023e-05,8.007443719681816e-06,4.593534357205121e-06,0.00012185344150648183,2.1803398493096205e-05
债市,0.00019313070254947917,1.2321777805816667e-06,2.6754542854490336e-07,2.7331074146744365e-07,2.529579639514665e-07,2.636516170808282e-07,2.6691479065606054e-07,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
本报,0.0002600724201662309,0.00018827676487287868,0.00014233416798588858,1.366553707337218e-06,3.086087160207891e-05,4.323886520125582e-05,6.08565722695818e-05,1.9184761138915504e-05,1.5998263655117965e-06,0.00012451579380394698
指数,0.00028289928939186657,6.703047126364267e-05,2.4079088569041304e-06,6.122160608870737e-05,1.9983679152165853e-05,7.38224527826319e-06,1.3612654323459087e-05,3.242494840380085e-06,1.2265335468923772e-05,9.719587280054934e-06
该行,0.00016030104793283463,1.7989795596492336e-05,1.60527257126942e-06,2.7331074146744365e-07,2.023663711611732e-06,2.636516170808282e-07,1.8684035345924238e-06,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
存款,0.00031034282879796783,2.932583117784367e-05,2.9965087997029177e-05,2.7331074146744365e-07,5.7927373744885825e-05,2.636516170808282e-07,1.3078824742146966e-05,5.404158067300142e-07,1.5998263655117965e-06,2.626915481095928e-07
价值,0.0004978309344602112,0.0004911460633398524,8.909262770545282e-05,7.406721093767723e-05,0.00010447163911195566,8.120469806089509e-05,3.92364742264409e-05,9.88960926315926e-05,8.292433327902812e-05,7.460439966312437e-05
牛市,0.00013952603212073926,1.7989795596492336e-05,1.3377271427245167e-06,2.7331074146744365e-07,5.05915927902933e-07,2.636516170808282e-07,8.007443719681817e-07,5.404158067300142e-07,7.999131827558983e-07,7.880746443287784e-07
账户,0.00030649560364757984,4.706919121821967e-05,6.207053942241758e-05,5.466214829348873e-07,7.993471660866341e-05,2.3728645537274537e-06,0.0001265176107709727,1.6212474201900425e-06,6.665943189632485e-06,1.0507661924383712e-06
分析师,0.00019979922614348508,0.000138989653649612,1.3377271427245167e-06,5.466214829348873e-07,5.818033170883729e-06,6.591290427020705e-06,5.07138102246515e-06,8.106237100950213e-07,2.0264467296482757e-05,7.880746443287784e-07
基民,0.00013696121535381392,4.928711122326667e-07,2.6754542854490336e-07,2.7331074146744365e-07,2.529579639514665e-07,2.636516170808282e-07,2.6691479065606054e-07,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
信用,0.00020749367644426115,4.756206233045234e-05,4.548272285263357e-06,1.6398644488046618e-06,2.0236637116117317e-05,1.8455613195657974e-06,1.948477971789242e-05,8.106237100950213e-07,7.999131827558983e-07,2.1015323848767425e-06
基准,0.0001608140112862197,2.858652450949467e-05,5.350908570898067e-07,8.199322244023309e-07,5.3121172429807955e-06,5.009380724535736e-06,6.139040185089392e-06,2.702079033650071e-07,7.999131827558983e-07,7.880746443287784e-07
股份制,0.00014183436721097208,1.1828906693584e-05,5.350908570898067e-07,2.7331074146744365e-07,1.5177477837087988e-06,5.273032341616564e-07,4.537551441153029e-06,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
利息,0.0002354501792037475,5.4462257901709674e-05,2.461417942613111e-05,5.466214829348873e-07,2.0236637116117317e-05,1.5819097024849692e-06,1.2544995160834845e-05,5.404158067300142e-07,2.1331018206823954e-06,7.880746443287784e-07
走势,0.00021749646183527002,0.00015106499589931233,2.6754542854490335e-06,1.6398644488046618e-06,5.818033170883729e-06,1.0546064683233129e-06,8.808188091649999e-06,8.106237100950213e-06,3.199652731023593e-06,8.40612953950697e-06
资本,0.0003244493210160573,0.0002651646583811747,2.942999713993937e-06,6.559457795218647e-06,2.3019174719583447e-05,1.2391626002798925e-05,3.710115590119242e-05,1.486143468507539e-05,1.2265335468923772e-05,1.3397268953589233e-05
中间价,0.0001377306603838915,9.857422244653334e-07,2.6754542854490336e-07,2.7331074146744365e-07,1.7707057476602654e-06,2.636516170808282e-07,2.6691479065606054e-07,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
价格,0.0008425423079349788,0.0017854256040628351,7.892590142074648e-05,0.0001546938796705731,0.00011990207491299511,0.00026971560427368726,0.00022474225373240298,8.376445004315221e-06,7.225882417561614e-05,1.9701866108219463e-05
经济,0.0008897349364464053,0.001439430083275503,9.337335456217126e-05,5.5482080517891056e-05,0.0005375356733968663,6.327638809939876e-05,0.0009454121885037664,9.727484521140256e-06,5.092780596879219e-05,3.7827582927781365e-05
政策,0.0006355615948441028,0.0011348357359157151,2.2741361426316784e-05,4.0996611220116544e-06,0.0007239656928290971,2.821072302764862e-05,0.0006213776326473089,7.295613390855192e-06,1.6531539110288564e-05,1.4710726694137197e-05
熊市,0.0001028491523537067,3.6965333417450004e-06,1.3377271427245167e-06,2.7331074146744365e-07,2.529579639514665e-07,2.636516170808282e-07,2.6691479065606054e-07,2.702079033650071e-07,2.666377275852994e-07,5.253830962191856e-07
银行业,0.00014439918397789742,2.8093653397262003e-05,5.350908570898067e-07,2.7331074146744365e-07,2.023663711611732e-06,5.273032341616564e-07,3.469892278528787e-06,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
季报,0.00015465845104559886,2.1439893382121003e-05,2.6754542854490336e-07,8.199322244023309e-07,2.529579639514665e-07,2.636516170808282e-07,2.6691479065606054e-07,2.702079033650071e-07,7.999131827558983e-07,2.626915481095928e-07
手续费,0.00018005013703815986,6.6537600151410005e-06,3.745635999628647e-06,5.466214829348873e-07,3.414932513344797e-05,1.318258085404141e-06,4.270636650496969e-06,8.106237100950213e-07,7.999131827558983e-07,2.626915481095928e-07
基金业,0.00011413434612817826,7.39306668349e-07,2.6754542854490336e-07,2.7331074146744365e-07,2.529579639514665e-07,2.636516170808282e-07,2.6691479065606054e-07,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
期限,0.0001941566292562493,5.298364456501167e-05,1.3109725998700264e-05,8.199322244023309e-07,4.5785391475215434e-05,4.7457291074549075e-06,3.630041152922423e-05,2.1616632269200567e-06,5.599392279291288e-06,1.8388408367671497e-06
房贷,0.00044807348918185936,0.00022154556494858368,1.60527257126942e-06,2.7331074146744365e-07,4.047327423223464e-06,2.636516170808282e-07,8.541273300993937e-06,5.404158067300142e-07,2.666377275852994e-07,7.880746443287784e-07
金融机构,0.00016312234637645253,5.741948457510567e-05,1.60527257126942e-06,2.7331074146744365e-07,1.6695225620796787e-05,7.909548512424846e-07,4.831157710874696e-05,2.702079033650071e-07,1.0665509103411977e-06,1.0507661924383712e-06
额度,0.00020518534135402833,5.002641789161567e-05,4.548272285263357e-06,1.6398644488046618e-06,2.883720789046718e-05,2.3728645537274537e-06,1.521414306739545e-05,8.106237100950213e-07,3.732928186194192e-06,1.0507661924383712e-06
券商,0.00014080844050420193,2.488999116774967e-05,3.745635999628647e-06,2.7331074146744365e-07,7.588738918543994e-07,2.636516170808282e-07,1.3345739532803026e-06,2.702079033650071e-07,5.332754551705988e-07,2.626915481095928e-07
国债,0.00015594085942906153,6.407324459024667e-06,2.6754542854490336e-07,2.7331074146744365e-07,1.5177477837087988e-06,2.636516170808282e-07,2.402233115904545e-05,2.702079033650071e-07,7.999131827558983e-07,2.626915481095928e-07
损失,0.0002144186817149596,5.5201564570058674e-05,8.213644656328533e-05,2.186485931739549e-06,3.971440034038024e-05,2.4519600388517023e-05,4.1371792551689385e-05,1.8914553235550496e-05,1.4931712744776768e-05,1.5236109790356383e-05
红利,0.00010310563403039924,4.682275566210334e-06,1.3377271427245167e-06,2.7331074146744365e-07,2.023663711611732e-06,5.273032341616564e-07,8.007443719681817e-07,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
网点,0.00011618619954171855,1.4539697810863667e-05,9.096544570526714e-06,1.366553707337218e-06,1.1383108377815991e-05,5.273032341616564e-07,8.808188091649999e-06,2.702079033650071e-07,7.999131827558983e-07,2.626915481095928e-07
市值,0.00012644546660941995,2.4397120055517e-05,3.745635999628647e-06,2.7331074146744365e-07,4.806201315077863e-06,1.8455613195657974e-06,3.469892278528787e-06,8.106237100950213e-07,1.866464093097096e-06,1.313457740547964e-06
基点,0.00011310841942140812,4.435840010094e-06,2.6754542854490336e-07,5.466214829348873e-07,1.7707057476602654e-06,1.5819097024849692e-06,1.0676591626242422e-06,2.702079033650071e-07,1.0665509103411977e-06,1.5761492886575569e-06
艺术品,0.00022929461896312666,8.378808907955333e-06,2.942999713993937e-06,9.292565209893083e-06,9.106486702252794e-06,6.854942044101534e-06,8.007443719681817e-07,2.702079033650071e-07,2.1331018206823954e-06,1.8388408367671497e-06
趋势,0.0002475048180082967,0.00025235000946312536,7.223726570712391e-06,0.0001033114602746937,0.00015050998855112256,4.323886520125582e-05,4.2706366504969685e-05,1.0538108231235277e-05,1.813136547580036e-05,2.4430313974192133e-05
水平,0.00040524104917420597,0.00040514005425525205,2.0065907140867752e-05,1.8585130419786166e-05,0.00044267643691506633,0.0001310348536891716,0.0002610426652616272,7.052426277826686e-05,7.039236008251905e-05,3.3361826609918285e-05
个股,0.000123111204812417,2.9818702290076335e-05,2.6754542854490336e-07,2.7331074146744365e-07,2.529579639514665e-07,2.636516170808282e-07,1.0676591626242422e-06,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
小盘,0.00010233618900032162,1.2321777805816667e-06,2.6754542854490336e-07,2.7331074146744365e-07,2.529579639514665e-07,2.636516170808282e-07,2.6691479065606054e-07,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
外汇,0.0001513241892485959,8.625244464071668e-06,5.350908570898067e-07,2.7331074146744365e-07,2.580171232304958e-05,2.636516170808282e-07,1.0943506416898482e-05,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
央票,9.361581199277542e-05,2.957226673396e-06,2.6754542854490336e-07,2.7331074146744365e-07,2.529579639514665e-07,2.636516170808282e-07,2.6691479065606054e-07,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
费率,0.00013106213678988558,7.39306668349e-07,5.350908570898067e-07,2.7331074146744365e-07,1.011831855805866e-06,2.636516170808282e-07,6.139040185089392e-06,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
证券,0.00012080286972218418,4.5097706769289e-05,2.140363428359227e-06,2.7331074146744365e-07,2.2766216755631985e-06,1.0546064683233129e-06,8.541273300993937e-06,2.702079033650071e-07,7.999131827558983e-07,7.880746443287784e-07
情况,0.000771240401814454,0.0010710089268815848,0.0005431172199461538,3.44371534248979e-05,0.0007651978409531861,0.0004163059033706277,0.0006534074075260362,0.0005115035610699585,0.00021597655934409252,0.00017337642175233126
持有人,9.48982203762381e-05,1.4046826698631001e-05,1.8728179998143236e-06,5.466214829348873e-07,5.3121172429807955e-06,2.636516170808282e-07,3.469892278528787e-06,2.702079033650071e-07,2.666377275852994e-06,2.626915481095928e-07
百分点,0.00018287143548177776,0.00018778389376064602,5.350908570898067e-07,1.366553707337218e-06,6.8298650266895945e-06,1.0546064683233129e-06,3.496583757594393e-05,5.674365970665149e-06,2.1331018206823954e-06,2.1015323848767425e-06
全球,0.0004934707459564381,0.000240274667213425,1.7390452855418717e-05,0.0001033114602746937,0.00035262340174834427,0.0003469655280783699,0.00015160760109264238,8.646652907680227e-06,0.00018611313385453898,0.00013607422192076909
余额,0.00012490657654926475,3.671889786133367e-05,1.0701817141796134e-05,5.466214829348873e-07,5.059159279029329e-06,2.636516170808282e-07,1.948477971789242e-05,2.702079033650071e-07,1.0665509103411977e-06,2.626915481095928e-07
因素,0.00029136318472272024,0.00032085909406346605,1.7657998283963622e-05,1.4758780039241956e-05,0.00017934719644158972,9.755109831990643e-05,7.687145970894543e-05,6.160740196722162e-05,4.7194877782597994e-05,4.465756317863078e-05
渠道,0.00018800106901562845,0.000100545706895464,1.1504453427430844e-05,1.4212158556307068e-05,6.298653302391515e-05,1.2127974385718098e-05,4.377402566759393e-05,3.5127027437450923e-06,2.8263599124041736e-05,1.9439174560109868e-05
基本面,9.105099522585007e-05,2.6861475616680337e-05,2.6754542854490336e-07,2.7331074146744365e-07,2.529579639514665e-07,2.636516170808282e-07,6.139040185089392e-06,2.702079033650071e-07,5.332754551705988e-07,2.626915481095928e-07
上市公司,0.00018184550877500762,0.000200352107122579,3.21054514253884e-06,1.9131751902721053e-06,8.347612810398393e-06,1.8455613195657974e-06,1.1744250788866663e-05,5.404158067300142e-07,2.1331018206823954e-06,3.940373221643892e-06
整体,0.00028136039933171134,0.00035264928080247303,9.364089999071618e-06,0.00019268407273454776,6.425132284367248e-05,6.274908486523712e-05,4.377402566759393e-05,7.781987616912205e-05,6.212659052737476e-05,6.59355785755078e-05
本金,8.848617845892471e-05,1.2075342249700335e-05,4.01318142817355e-06,2.7331074146744365e-07,1.1130150413864525e-05,2.636516170808282e-07,3.2029774878727267e-06,2.702079033650071e-07,7.999131827558983e-07,2.626915481095928e-07
股指,8.438247163184415e-05,1.8729102264841336e-05,5.350908570898067e-07,5.466214829348873e-07,1.7707057476602654e-06,2.636516170808282e-07,5.338295813121211e-07,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
信托,0.00013131861846657814,5.6187306794524006e-05,5.350908570898067e-07,2.7331074146744365e-07,1.1130150413864525e-05,3.1638194049699385e-06,3.2029774878727267e-06,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
网银,0.0001064398958274022,2.4643555611633336e-07,1.3377271427245167e-06,2.7331074146744365e-07,2.529579639514665e-07,2.636516170808282e-07,2.6691479065606054e-07,2.702079033650071e-07,1.0665509103411977e-06,2.626915481095928e-07
长期,0.00020954552985780143,0.00012592856917544634,4.708799542390299e-05,1.2572294107502406e-05,7.892288475285754e-05,6.459464618480292e-05,7.660454491828938e-05,1.5131642588440398e-05,1.6798176837873864e-05,1.9439174560109868e-05
股东,0.00020031218949687014,0.000220313387168002,1.1771998855975748e-05,1.366553707337218e-06,9.106486702252794e-06,1.8455613195657974e-06,8.808188091649999e-06,1.6212474201900425e-06,7.199218644803084e-06,6.829980250849413e-06
藏家,7.10454244438323e-05,2.4643555611633336e-07,1.0701817141796134e-06,2.7331074146744365e-07,2.529579639514665e-07,1.318258085404141e-06,5.338295813121211e-07,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
现金,0.0001846668072186255,0.00011902837360418901,0.0001594570754127624,3.881012528837699e-05,4.6038349439166895e-05,3.954774256212423e-06,4.324019608628181e-05,9.727484521140256e-06,3.7329281861941916e-05,3.6776816735342994e-06
全线,9.182044025592767e-05,1.0843164469118667e-05,2.6754542854490336e-07,4.372971863479098e-06,1.2647898197573323e-06,1.0546064683233129e-06,5.3382958131212106e-06,1.0808316134600284e-06,7.732494099973682e-06,9.982278828164527e-06
货币政策,0.00012208527810564685,0.00010744590246672135,2.6754542854490336e-07,2.7331074146744365e-07,7.588738918543994e-07,5.273032341616564e-07,1.2011165579522724e-05,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
增长率,8.899914181230979e-05,2.932583117784367e-05,2.6754542854490336e-07,5.466214829348873e-07,7.082822990641062e-06,2.90016778788911e-06,6.139040185089392e-06,5.404158067300142e-07,1.333188637926497e-06,5.253830962191856e-06
票据,0.00011567323618833347,2.415068449940067e-05,7.223726570712391e-06,2.7331074146744365e-07,2.7825376034661313e-06,2.636516170808282e-07,2.402233115904545e-06,2.702079033650071e-07,7.999131827558983e-07,2.626915481095928e-07
宏观经济,0.00010874823091763501,0.00010670659579837234,5.350908570898067e-07,2.7331074146744365e-07,1.5177477837087988e-06,2.636516170808282e-07,2.2420842415109084e-05,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
支行,8.335654492507401e-05,8.625244464071668e-06,5.350908570898067e-06,2.7331074146744365e-07,3.0354955674175975e-06,2.636516170808282e-07,1.6014887439363633e-06,2.702079033650071e-07,2.666377275852994e-07,2.626915481095928e-07
企业,0.0006935264537766158,0.0023017080941265537,0.00011557962513139825,7.926011502555865e-05,0.0003705834171888984,6.327638809939876e-05,0.0008658715808882604,4.593534357205121e-06,6.639279416873956e-05,1.9701866108219463e-05
财富,0.00017953717368477477,8.3541653523437e-05,6.688635713622584e-06,5.739525570816316e-06,4.6038349439166895e-05,8.173200129505674e-06,9.87584725427424e-06,2.9722869370150783e-06,2.239756911716515e-05,8.40612953950697e-06
周期,0.00014670751906813026,0.00014071470254242634,1.60527257126942e-06,3.2797288976093235e-06,6.931048212270181e-05,4.5611729754983277e-05,1.3345739532803028e-05,2.702079033650071e-06,9.06568273790018e-06,1.3397268953589233e-05
总额,0.00013388343523350349,8.945610687022901e-05,8.293908284892004e-06,1.0932429658697746e-06,2.504283843119518e-05,5.273032341616564e-06,4.404094045824999e-05,5.944573874030157e-06,5.332754551705988e-06,4.728447865972671e-06
银行卡,0.00014747696409820785,1.478613336698e-06,7.785571970656688e-05,5.466214829348873e-07,7.082822990641062e-06,5.273032341616564e-07,1.3879569114115149e-05,2.702079033650071e-07,1.866464093097096e-06,7.880746443287784e-07
